Text,Label,AiTypeNormalized,CategoryNormalized
warraka laga helayo magalada laascaanood ee xarunta gobolka sool sheegayaan nin hubeysan uu bartamaha magaaladaas dilay askari tirsanaa ciidamda soomaalilandsidoo kalena uu dhaawacay qof shacab ninka hubeysan goobjoogayaal sheegeen uu rasaas furay askariga dilay ee tirsanaa ciidamada asluubta soomaalilandkadib muran dhexmaraywaxaana rasaastaas sidoo kale uu dhaawac kasoo gaaray qof shacab goobta sugnaa wararka qaar sheegayaan ninka hubeysan ee falka dilka dhaawaca geystay uu isagana tirsanaa ciidamada soomaalilandisla markaana dilka kadib uu goobta baxsaday saraakiil tirsan ciidamada soomaaliland ee magaalada laascaanood warbaahinta howlgasha deegaannada punland sheegeen inay raad joogaan ninka hubeysan ee dambeeyay dilka askariga tirsanaa ciidamada asluubta soomaalilandisla markaana cadaaladda horkeeni doonaan magalada laascaanood ee xarunta gobolka sool mid tahay magaaloyinka ugu amniga xun gobolka sanaagwaxaana mararka qaar dhaca dagaalo dhexmara ciidamada soomaaliland dadka shacabka diida amarada kasoo baxa maamulka degmada saraakiisha ciidamada,HUMAN,HUMAN,Unknown
qaraxii hotel shaamow 3dii december 2009 maalin madow taariikhda muqdisho gashay 3dii december 2009 mid tahay maalmaha weyn loogu xusuusto taariikhda soomaaliya gaar ahaan magaalada muqdisho iyadoo lagu tilmaamo maalin madow naf waayeen dad badan rayid maalintaas hotelka shaamow dhacay qarax aad weyn sababay khasaare nafeed dhaawacyo fara badan isagoo gaar beegsaday munaasabad qeybgalayeen dad isugu jiray arday waalidiin masuuliyiin dowladeed dhakhaatiir wariyeyaal hotel shaamow xilligaas ahaa goob lagu qabanayay xaflad muhiim shahaadooyin lagu guddoonsiinayay arday qalinjabisay jaamacadda banaadir ardaydan farxad leh soo dhameystay waxbarashadooda waxayna isugu yimaadeen munaasabad lagu maamuusayay dadaalkooda guusha gaareen qoysaska ardayda macalimiin marti sharaf kale iyaguna qeybgalayay ula qeybsadaan farxadda qalinjabinta munaasabaddaasi ahayd mid wanaagsan soo agaasimay waxaana goobta joogay masuuliyiin tirsaneyd xukuumaddii kmg ahayd ee waqtigaas dalka talinaysay masuuliyiintaas mid ahaa wasiirro kala duwan matalayay wasaaradaha muhiimka sida caafimaadka waxbarashada tacliinta sare dhalinyarada isboortiga joogitaankooda munaasabadda muujinayay muhiimadda dowladdu siinaysay waxbarashada dhiirrigelinta jiilka cusub ee dalka sidoo kale munaasabadda qeybgalayay dhakhaatiir kala duwan qaarkood macalimiin ahaa jaamacadda banaadir kuwaas door weyn lahaa tababarka ardayda qalinjabisay sidoo kale goobta joogay waalidiin aad faraxsan dabaaldegaya guusha carruurtooda iyagoo arkayay tahay maalin farxad rajo cusub mustaqbalka qoysaskooda wariyeyaal socday warbaahinta gudaha iyaguna halkaas joogay tabiyaan munaasabadda una gaarsiiyaan bulshada soomaaliyeed farxadda ardaydaas kastaba ha ahaatee farxaddaas lama filaan isu beddeshay murugo cabsi kadib markii qarax xooggan uu dhacay gudaha hotel shaamow qaraxaasi sababay burbur khasaare isagoo saameyn weyn yeeshay dhammaan dadkii halkaas sugnaa isla markiiba beddelay jawigii goobta iyadoo halkii socotay dabaaldeg sacab dhalatay jahawareer qaylo gurmad degdeg khasaaraha qaraxa dhashay ahaa mid aad weyn waxaana dhintay dhowaad 40 qof isugu jiray arday qalinjabinaysay waalidiin masuuliyiin dowladeed dhakhaatiir shaqaale warbaahineed dad badan kale sidoo kale dhaawacmay kuwaas geeyay isbitaallada magaalada muqdisho daaweeyo dhacdadan noqotay mid weyn gilgishay bulshada soomaaliyeed gaar ahaan qoysaskii saameysay qaraxan gaar saameeyay jaamacadda banaadir ahayd goobta ardaydu soo baxeen jaamacaddu ahayd astaan waxbarasho rajo dhalinyaro soomaaliyeed doonayay mustaqbalkooda dhistaan ardaydii halkaas naf waayay ahaayeen kuwo dadaal badan riyoonayay bulshada wax ugu qabtaan xirfadaha barteen sida caafimaadka culuunta kale sidoo kale dhimashada masuuliyiinta dowladeed xirfadlayaasha caafimaadka ahayd mid weyn xumaaday maadaama ahaayeen dad door muhiim lahaa adeegyada bulshada dhakhaatiirta dhaawacantay ama geeriyootay qaraxa ahaa kuwa toos ugu adeegayay bulshada taas dhigtay khasaaraha mid aan kaliya ahayn mid shaqsiyeed balse sidoo kale mid qaran warbaahinta soomaaliyeed kuwa caalamiga weyn baahiyay dhacdadan iyagoo tilmaamay mid mid weerarradii ugu xanuunka badnaa ee dhaca muqdisho sanadihii dagaallada qalalaasaha dadka soomaaliyeed ee gudaha dibadda nool weyn uga falceliyay iyagoo tacsi diray qoysaska dhibaatadu soo gaartay dowladdii kmg ahayd ee xilligaas jirtay adag cambaareysay weerarka waxayna ballanqaaday baari doono cidii dambeysay falkaas sidoo kale hayadaha amniga bilaabay baaritaanno dadaallo lagu xoojinayo ammaanka goobaha dadweynaha gaar ahaan kuwa lagu qabto munaasabadaha waaweyn dhacdadan sidoo kale keentay dib eego amniga xarumaha muhiimka sida hoteellada goobaha waxbarashada iyadoo laga bartay casharro adag saabsan baahida qabo ilaalinta amniga shacabka dad badan markaas kadib bilaabay inay duwan eegaan khataraha amni ee jira muqdisho gaar ahaan xilliyada lagu jiro munaasabadaha waaweyn inkasta waqti uu soo wareegay haddana qaraxii hotel shaamow weli jiraa xusuusta dadka soomaaliyeed gaar ahaan qoysaska dadkii dhintay kuwa dhaawacmay dhacdo astaan noqotay xanuunka keeni karaan weerarrada lagu beegsado rayidka isla markaana muujisay baahida qabo nabad waarta dalka dhalata ugu dambeyntii 3dii december 2009 weli xardhan tahay taariikhda muqdisho sidii maalin farxad isu beddeshay murugo taas xusuusinaysa bulshada soomaaliyeed qiimaha nabaddu leedahay khasaaraha dhasha colaadaha amni darrada,AI,AI,Unknown
manchester united paris saintgermain kulmaya wareega 16ka ee tartanka uefa champions league iyadoo labada kooxoodba markii ugu horeysay ee taariikhda isu yimaadaan marxaladdan muhiimka ee tartanka paris saintgermain kooxda heysata horyaalka tartanka faransiiska ee ligue 1 awood weyn muujisay marxaladda kooxaha waxayna soo baxeen kaalinta koowaad ee group c xaqiijiyaan meeshooda wareega 16ka dhinaca kale manchester united hadda hogaamiso tababaraha cusub ole gunnar solskjær dib markii bedelay josé mourinho xilliga tartanka guuleystay inay soo baxaan group h jireen kooxo adag sida juventus ee talyaaniga labada kooxoodba gaareen wareega 16ka dib marxaladdo kooxo aan fudud dhicin taasoo dhigaysa kulmidankan mid xasaasi xiise badan leh labada dhinacba manchester united gaar ahaan baahan yihiin natiijooyinka ugu wanaagsan maadaama hadda raadinayaan inay gaadhi wareega quarterfinalka uefa champions league markii ugu horeysay tan xilliga ciyaareedka 201314 taasoo yoolka kulul xidhiidhsan yihiin arrimuhu paris xaggooda kuma ahan kuwo fudud sababtoo labadii xilli ciyaareed ee ugu dambeysay kooxda faransiiska halis weyn jirtay marxaladdan kale waxayna fashilantay kooxaha adag ee barcelona real madrid kuwaas saaray tartanka taariikhdan xun ee dhamaadka hore daraysa cadaadis dheeraad psg doonaysa inay jebiyaan xafaddan gaadhi marxaladaha dambe ee tartanka ucl kulamahan labada koox ee soo socda ahaanayaan kuwo xiise badan taariikhi iyadoo kulanka ugu horeeyaa filayo inuu dhaco old trafford,AI,AI,Unknown
raiisul wasaaraha xukuumadda federaalka soomaaliya xfs xasan cali khayre goob joog noqday saxiixa heshiis nabadeed gaareen bulshada nool deegaannada xeraale huurshe ee gobalka galguduud raiisul wasaare xasan cali khayre mahad celiyay dhammaan dhinacyadii qayb qaatay lagu guuleysto dhammeynta colaadda dhiigga badani daatay saxiixa heshiiska bogga nolosha cusub abuuraya bulshada huurshe xeraalle kula dardaarmay ilaaliyaan aan dib loogu laaban colaaddii lagana barto casharro nololeed heshiiska dhex maray bulshada xeraale huurshe ayuu raiisul wasaaruhu sheegay uu taariikhda dalka baal dahab gelayo uuna bulshada galmudug dhammaan ummadda soomaaliyeed ugu baaqay uga daydaan geesinnimada lagu dhammeynayo colaadaha deegaan kasta colaad jirto lasoo afjaro nabaddana qaato horumar gaaro odayaasha labada dhinac raiisul wasaare xasan cali khayre uga mahad celiyey dadaalladiisii hagar laaaneed ugu dambeyn sababay reer xeraale huurshe wada saxiixaan heshiiska nabadeed bilaaw nolol iftiin cusub naaloodaan dad walaala kala irdhoobay colaadda raiisul wasaaraha ballan qaaday dowladda soomaaliya qaadeynso dowrka uga aadan hirgelinta qodobada heshiinska nabadeed ee wadajirka qalinka ugu duugeen reer huurshe reer xeraale qodobada heshiiyeen labada beelood warbaahinta akhriyey guddoomiyaha guddiga shirka dib heshiisiinta galmudug dr craxmaan baadiyoow audio player,HUMAN,HUMAN,Unknown
gudoomiye xigeynka 2aad ee xiriirka kubbadda cagta cabdullahi sheekh nuur axmed mid wafdigii hogaaminayay xulka qaranka 20jirada ee todobaadkii lasoo dhaafay badiyay xulka jabuti sheegay kulankaas uu fursad horomar ahaa kubbadda cagta dalka soddon sano dib ayuu xulkeena ciyaar saaxiibtinimo aaday dalka jabuuti waxaana ciyaartaas wiilasha ocean stars 41 ugu badiyeen dhigooda jabuutiiyadoo arintaas albaabada furtay gudaha sanadka cusub ee 2019 soo booqondoonaan xullalka dariska dib markii lana doortay bishii lasoo dhaafay november soo muuqanayay badalo weyn imaanayay safarada xulkeena waxayna natiijooyinkaas guul horomar aheyd qof walba soomaaliyeed meelb joogocabdullahi sheekh nuur axmed gudoomiyahay xigeynka 2aad xiriirka kubbadda cagta sidaas sheegay goobjoog sports feysal xasan axmed saddex gool dhaliyay xulka qarankaisagoo noqday laacibkii ugu horeeyay hatrick dhaliyay xulkeena waxayna arintaas farxad gelisay xirfadlayaal badan barbaaray qurbaha maadaam uu xidigahaas mid koox qurbajoog caasimada ciyaaro saaxiibtinimo dhaxgal bulsho imaaday bishii october wuxuuna feysal iminka qaranka dhaliyay afar gool wuxuuna kala dhaliyay wadamada jabuuti ethiopia aan shaqaynaa soomaalinimo kooxgobol ama cid kale sooma celin karto guulaha iminka bilaaweyn xulkeenabalse timid wada shaqeynta wacan ee dhaxaysa xiriirka kubbadda cagtawasaarada ciyaaraha dhalinyaradagobolka banaadir xiriirada kubbadda cagta maamulgoboleedyadawaxaa sidaas gooboog sports sheegay cabdullahi sheekh nuur axmed gudoomiye xigeynka 2aad xiriirka soomaaliyeed ee kubada cagta kastaba wararka qaar sheegaya horaanta bisha janaayo 2019 caasimada muqdisho imaanadoonaan xulka qaranka jabuuti mudo 30sano dib waxayna arintan gogool noqonaysaa qaramadeena ciyaaraan garoomada gudaha ee kubbadda cagta,HUMAN,HUMAN,Unknown
hoggaamiyaha kuuriyada waqooyi siweyn uga hadlay heshiiskii dalkiisa uu gaaray mareykanka saabsanaa tanaasulka arrimaah horumarinta nuclearka ee dalkaasiwuxuuna dalbaday mareykanku uu arrinkaasi fuliyo waxyaabihii lagu heshiiyay mr kim jon un hadalkan jeediyay isagoo khudbad sanadle jeedinayay shacbka dalkiixsawuxuuna sheegay xukuumadda pyongyang k agoantahay tanaasulka nuclearka ballaarintiisa dunidu walaacdaybalse muujiyay weli washington aanay soo dhalaalin waxyaabihii lagu heshiiyay hadalada hoggaamiyaha dada yare e waqooyiga kuuriya jireen ereyo muuqanayay hanjabaadyo lagana sii daayay televeshinka qaranka dalkaasi muujiyay dalkiisa uu xaq leeyahay uu ilaaliyo sharaftabadaxbanaanida damnaha shacabka kuuriyada waqooyi hadii dowladda mareykanku aanay fulin waxyaabihii lagu heshiiyayayna adkeysato sii wado xayiraadaha cadaadiska dalkeyna saaraysowaan bixi doonaawaxaana raadinaynaa habkale aan ilaashano madaxbanaanidena danaha qarankeeda ayuu yiri mr kim jon un,HUMAN,HUMAN,Unknown
xiriirka kubbadda cagta adduunka ee fifa hambalyo soo diray wasiirka ciyaaraha dhalinyarada soomaaliya mudane xamsa saciid xamsa xiligan magacaabay 19october 2020 warqada soo baxday fifa lagu yiri waan hambalyaynaa wasiir xamza shaqskii ugu horeeyay ee soo ciyaara xulka qaranka soomaaliya ee magaacaabo hayada ugu soo saraysa isboortiga dalka ee wasaarada ciyaaraha waxaan rajaynayaa guul horomar wanaagsansidoo kale waxaan ugu baaqaynaa bahda ciyaaraha soomaaliya dhaw shaqeeyaan magacaabista wasiir xamza abuurtay kalsooni badaniyadoo bahda ciyaaraha soomaaliya guul horomar rajeeyeen wasiir xamsa saciid xamsa shaqaalaha wasaarada ciyaaraha dalka,HUMAN,HUMAN,Unknown
warar kala duwan kasoo baxaya qarax saaka dhacay duleedka magaalada kismaayo kaas lagu soo warramayo lala eegtay ciidamada jubbaland qaraxa ahaa nooca miinada ee dhulka lagu aaso waxaana uu haleelay mid mid kolonyo gaadiid wateen ciidamadaas sida innoo xaqiijiyeen goobjoogayaal wararka sidoo kale sheegaya qaraxan waxyeelo kasoo gaartay ciidamada jubbaland ee lala beegsaday balse ma cadda inta uu gaarsiisanyahay sidoo kale wararka intaasi sii daraya ciidamada qarxiyey kusii jeedeen deegaanka beerxaani ee gobolka jubbada hoose islamarkaana wateen socdaalkooda,HUMAN,HUMAN,Unknown
harry maguire ayay lagu wadaa inuu kulankiisii ugu danbeeyay ciyaaro leicester city axada hor inta uusan qeyb noqonin dagaal suuqa kala iibsiga afar geesood iyadoo xiddigaan lagu qiimeeyo 60 milyan ginni kulanka leicester ciyaareyso chelsea axada noqon kara kulankii ugu danbeeyay ee 26 jirkaan ee kooxda iyadoo afar kooxood premier league tartamayaan saxiixiisa manchester united tottenham arsenal haddii guuleystaan racfaanka maxkamada sarre chelsea dhamaantood doonaya daafacaan lagu iibsan doonaa lacag rikoor noqoneysa daafac british taasoo qasbi doonta leicester inay iska iibiso united weyn dooneysay daafacaan xagaagii soo dhaafay dib markii uu wacdarro dhigay koobkii adduunka,HUMAN,HUMAN,Unknown
kooxda kubadda cagta manchester united shaqada tababarenimo ceyrisay ole gunnar solskjaer kadib guuldarradii xooganeyd ee sabtidii dhacday hal guul kaliya toddobadii kulan ee ugu dambeeyey manchester united dhowaaqeysa ole gunnar solskjaer uu tegay xilkiisa macallinimo ee kooxda lagu yiri bayaan kasoo baxay kooxda ole uu weligiis ahaan doonaa halyey manchester united waxaan aad uga xunnahay inaan gaarnay goaankan adag kooxda sheegtay kulamada soo socda uu tababare kooxda usii ahaan doono michael carrick mid ahaa tababarayaasha hoos shaqeynayey ole illaa laga magacaabayo tababare kumeel gaar xilli cayaareedka dhammeeya kooxda watford mid kuwa ugu hooseeya kala horeynta horyaalka premier league habeenkii sabtida 41 kaga adkaatay manchester united kahor kulankaas kooxda 20 garaacday manchester city ayada toddobaadyo kahorna guuldarro xooggan 50 kala kulantay kooxda xifaaltamaan ee liverpool,HUMAN,HUMAN,Unknown
maanta aas qaran muqdisho loogu sameeyay allaha naxariistee xildhibaan shiikh aadan madeer koox hubaysan shalay toogteen degmada xamar wayne madaxda ugu saraysa dalka maanta qayb galay aaska magaalada muqdisho loogu sameeyay xildhibaan madeer xildhibaanka lagu aasay gudaha isbitaalka madiina ee muqdisho aaska marxuumka kadib geeridiisa tacsiyadeeyay wasiirro tirsan xukuumadda federaalka soomaaliya horey iskula soo shaqeeyeen sidoo kale dad kale iyaguna horey xilal kala duwan soo qabtay kuwaasi marxuumka tilmaamay uu ahaa shaqsi wanaaga jecel alle cabi badan bulshada soomaaliyeed daacadnimo loogu shaqeeyo qaar mid mudanayaasha baarlamaanka soomaaliya tacsi direen ehellada qaraabada guud ahaanb ummadda soomaaliyeed falkii shalay lagu diay allaha naxariistee marxuum sheekh aadan sheekh madeer maanta lagu aasay muqdisho aad adkeeyay ammaanka wadooyinka nambar afar taleex ee magaalada muqdisho halkaasi lagu arkayay maanta ciidamo tirsan booliska dowlada federaalka soomaaliya dilkan uu qayb yahay dilal magaalada muqdisho loogu gaysanayay xildhibano tirsan baarlamaanka soomaaliya dabayaaqadii bishii ramadaan ayay ahayd markii bartamaha muqdisho lagu dilay xildhibaan saado cali warsame mid ahayd xildhibaanada baarlamaanka dalka,HUMAN,HUMAN,Unknown
wiilka lagu magacdaray erdogan saddex sano kadib wali nolol adaag goobjoog fm maanta booqasho gaar tegay xero barakacayaal taalla degmada wadajir magaalada muqdisho halkaasoo nool yihiin qoysas fara badan daggan aqallo samaysan bac booqashadani gaar ahaan xog raadisay wiil yar xilligaas maqli jiray laakiin maanta aan hadho wiilkan magiciisu yahay khaalid cabdiraxman muuse kasta uu sidoo kale yaqaan magacyada kamaal rajab dayib khaalid rajab dayib labadaasna bixiyay madaxweyne recep tayyip erdogan naftiis maxaa wiil yar gaarsiiday martida madaxweyne sheekodiisu soo laabataa sanadkii 2011kii markii erdogan soo booqday muqdisho socdaal taariikhi noqday astaan muhiim dhalinyaro laba bilood jirsaday gacmihiisa lagu xambaaray isaguna bixiyay magacyo laba muujinaya xidhiidhka uu galay saddex sano soo wareegtay wariye munasar maxamed cabdi tirsan goobjoog fm dib ugu laabtay xeradaas uu arko xaaladda wiilkii arkay runtu mid naxdin leh khaalid hadda saddex sano jira wali nool yahay xeradii uu erdogan booqday iyada aan waxbarasho daryeel caafimaad ama nolol heer macquul loogu helin hooyada wiilka bishaaro kuusow sheegtay goobjoog fm qoyskoodu wali mid yihiin barakacayaasha dhegan yihiin xeradaas baahan yihiin gargaar aasaasi hadda ilaa xad maqan tahay wiilkii lagu sawiraa madaxweyne ee baroordiiqay ee magac lagu ammaanay maanta cunug yar adduunka weyn adag yahay,AI,AI,Unknown
doodda natiijada imtixaanka baarlamaanka yeeray masuuliyiinta waxbarashada guddiga xaqiiqo raadinta ee xilsaaray baaritaanka natiijada imtixaanka shahaadiga ee sannadkan rasmi yeeray siihayaha wasiirka waxbarashada hiddaha tacliinta sare ee soomaaliya cabdullaahi goodax barre yeeristan sidoo kale saamaysay agaasimaha guud ee wasaaradda agaasimaha waaxda imtixaanaadka kuwaas fadhiyo inay hor yimaadaan guddiga jawaabo uga bixiyaan tabashooyinka dhashay natiijadii dhowaan shaaciyey maxay tahay sababta yeerista tallaabadan timid dib markii dhalatay dood xooggan aaddan tirada ardayda dhacday imtixaanka sannadkan sida cad qoraalka soo baxay guddiga baarlamaanka masuuliyiinta weydiin doonaa suaalo saabsan habka saxay imtixaanka sababaha keenay kumanaan arday ahi waayaan dhibcihii baasi lahaayeen xuddunta cabashada gobolka banaadir wasaaradda waxbarashada wajahaysa dhaleeceyn weyn kaga imaanaysa waalidiinta ardayda qaar mid xildhibaanada arrimaha ugu muhiimsan ee suaalaha keenay mid boqolleyda guuldarrada xaqiijiyey dhowaad 90 ardayda dhacday yimaadeen dugsiyada yaalla gobolka banaadir saameynta bulshada tirada ardayda dhacday lagu qiyaasay kumanaan abuurtay walaac xiriira mustaqbalka waxbarasho ee dhalinyarada muqdisho kalsoonida lagu qabi karo hufnaanta imtixaanka qaranka kaalinta guddiga baarlamaanka baarlamaanka soomaaliya isagoo jawaabaya dareenka dadweynaha mudaaharaadyadii dhashay natiijada magacaabay guddi gaar soo baara xaqiiqada jirta guddigan hadda bilaabay inay ururiyaan xogaha muhiimka iyadoo warbixinta soo diyaariyaan wasaaradda madaxdeeda goaan gaari doonto tallaabada xigta ee baarlamaanku qaadi doono ilaa hadda wasaaradda waxbarashadu adkeysanaysaa imtixaanku ahaa mid hufan balse baaritaankan madaxabannaan filayaa inuu kala saaro guuldarradu salka hayso daciifnimo dhanka ardayda jiraan khaladaad farsamo dhacay xilligii saxidda imtixaanka,AI,AI,Unknown
wasaaradda waxbarashada tacliinta sare ee soomaaliya dalladaha waxbarashada dalka maanta isku raacay dalka dhan hal mar laga qaado imtixaan qaran iyadoo arday kasta imtixaanka qaybgalaya laga rabo inuu buuxiyo foomka diiwaangelinta ardayda labada dhinac isla ansixiyeen agaasimaha wasaaradda maxamed cqaadir nuur sheegay sanadkan wasaaraddu goaansatay inay qabato imtixaan qaran mideysan loona baahan yahay dhammaan dalladaha ardaydu haystaan foomamkaas sidaas darteed wasaaradda dalladaha waxbarashada heshiiyay 2015 qabto imtixaan qaran mideysan dalka dhan,AI,AI,Unknown
wasiirka wasaaradda ganacsiga warshadaha jfs cabdullaahi cali xasan ganacsatada soomaaliyeed uga digay inay qaaliyeeyaan maceeshadda wadanka waxaana uu sheegay tallaabo laga qaadi doono ganacsatada macaash dhex raadisa xaaladaha adag ee wadan jiro maadaama ganacsatada sameeyey cashuur dhaaf 100 weli ba badeecadaha qaar cashuurtii laga dhimay 50 newsinsidewasiirku wuxu sheegay ganacsatada loogga baahan yahay inay naxariistaan shacabka islamarahaantaana maanta garab noqdaan shacabkooda maadaama wadanku uu jiro xaalado aad adag uu sababay cudurka covid19 isaga sidoo kale na booriyey inay maalgashi sameeyaan waxsoosaarka wadanka sida xoolaha beeraha kalluunka waxyaabaha halmaala loogga maarmo waxyaabaha dalka dibaddiisa laga soo dhoofiyo cabdullaahi cali xasan wuxu tilmaamay wasaaradda ganacsiga warshadaha jfs wado dedaalo badan wax kaga qabanayso ganacsatada isku deyda inay qaaliyeeyaan maceeshada wadanka waxaana uu cod dheer muujiyey dawladdu fulisay codsigii ganacsatada ee ahaa cashuur dhaaf sameeyo sidoo kale na wax laga qabto caqabadihii jiray ee dhinaca badeecadaha wadanka imanaya sidaas darteed na baahan yahay ganacsatadu na waajibkooda gutaan umadda naxariistaan abdiweli m sheikh hiiraan online,HUMAN,HUMAN,Unknown
juventus halis ugu jirta inay dhaawac weyso gooldhaliyaheeda paulo dybalakulanka derby della mole ee torino walow uu khamiistii tababar sameeyay dayarkan 22 jirkan reer argentine dhaawac seegay kulankii champions leaguega ee juventus guuldarradaii xanuunka badneydkala kulantay bayern munich dybala laga yabaa inuu seego kulanka axadda ee torino waxaase xusid mudan lagu arkay xarunta tababarka kooxda ee vinovo tababar gooni kooxda ayuu sameeyay paulo dybalasi tartiib tartiib ayayna soo hagaageysaa xaaladdiisa sidaa lagu yiri war soo baxay bianconeri sida filayay giorgio chiellini claudio marchisio ayaan diyaar noqon doonin kulanka granata laakiin fursad heystaan inay dheelaan kulanka kan dambeeya ee empoli ee isbuuca 31aad,HUMAN,HUMAN,Unknown
jaamacadda hope faraceeda muqdisho maanta lagu qabtay xaflad qalinjabinayeen 70arday 20 mid ahaayeen gabdho waxayna ardaydan baxeen kulliyadaha public health horumarinta xiriirka caalamiga xafladda qaybgalay ahaa agaasimaha guud ee wasaarada waxbarashada tacliinta sare ee xukuumaddad soomaaliya ismaaciil yuusuf cismaan danjire craxmaan diinaari masuuliyiinta sare ee jamacadda hope waaliddiin marti sharaf kale qaar mid ardayda jaamacadda hope kusoo bandhigay xafladda qalinjabinta suugaan kala duwan aad jecelaysteen kasoo qaybgalayaashii munaasabadda guddoomiyaha jaamacada hope ee muqdisho garoowe hargeysa prof najiib shiikh ckariim munaasabada hadlay ardayda booriyay inay horumar kusoo kordhiyaan dalka isagoo sidoo kalena xusay jaamacadda hope lagu soo kordhin doono kuliyado cusub sidoo kale prof najiib xusay saddex kuliyadood kala kulliyada sheybaarka umulisoonimada caafimaadka carruurta lagu soo kordhin doono wuxuuna intaas daray qorshaha dhaw uu yahay shahaadada sare ee phd dalka kusoo kordhiyaan agaasimaha guud ee wasaaradda waxbarashada soomaaliya ismaaciil yuusuf cismaan sheegay wasaaraddu meel gabogabo uu marayo xeerka waxbarashada sare isla markaana dhisay guddiga sare ee waxbarashada wuxuuna agaasimuhu intaas daray xeerka waxbarashada sare ee dalka soo saari doono dhawaan isla markaana loosoo bandhigi doono jaamacadaha dalka ummadda soomaaliyeed kala ogaado midda jaamacad qalanta wax laga barto midda aan qalmin dhanka kale danjire craxmaan diinaari isna munaasabadda hadlay bogaadiyay tayada waxbarasho ee tallaabsatay jaamacadda hope isagoo boorriyay maamulka jaamacadda inay howsha halka joogto wadaan ardaydii maanta qalinjabiyay jaamacada hope xaflada lagu guddoonsiiyay shahaadooyin iyadoo jaamacadda hope ahayd jaamacaddii ugu horreysay somalia keenta waxbarashada sare ee master degreega ugu dambeyn ardaydan maanta qalinjabisay jaamacadda hope faraceeda muqdisho noqonaya dufcaddii sideedaad ee shahaadada 1aad ee bachelor degreega qaata jaamacadda hope maxamed x xuseen hiiraan online muqdisho soomaaliya,HUMAN,HUMAN,Unknown
wasiir kuxigeenka xanaanada xoolaha dhirta daaqa ee xukuumadda soomaaliya xildhibaan ckariin khaliif dhalac dhawaaqay inuu iska casilay xilkiisa wasiirka mid ahaa xukuumadda kheyre tan markii lasoo dhisay waxaana jiray maalmihii ugu dambeeyay khilaaf dhashay doorashada maamulka galmudug uu sheegay aan laga tashan faragalinta dowladdu heyso xildhibaan dhalac mid xildhibaanada dowladda dhexe ee soomaaliya ee laga doorto gobolka mudug halkaan hoose akhriso qoraalka wasiirka anigoo xildhiban cabdikarim khalif cabdi dhalac maanta taariikhdu tahay 200920019 waxaan goaansaday inaan iska casilo xilkii aan hayey xukuumadda federaalka soomaaliya ahaa wasiir kuxigenka wasaarada xanaanada xoolaha dhirta daaqa sababaha aan isku casiley mid waxaan qanci waayey feragelinta dowladdu heyso dowlad goboleeyadda dalka jira gaar ahaan maamulka galmudug hadda socoto qaban qaabo maamul sameyn baal marsan rabitaanka dadka reer galmudug dasturka dalka uyaaltaasoo keeni karta dib dhac siyaasadeed dhaqaale amni mid hurumarineed sidoo kale keeni kartaa kala fogeeynta labadii gobal ee midoobey dowlad gobaleedka galmudug kuwaas kala mudug galgaduud waxaan halkaan baaq uga dirayaa 1 xukuumada federalka iney ilaaliso dastuurka dalka nidaamka federalkanee somali heshiisey faragalintana daayaan dhismaha dowlad gobaleedyada 2 waxaan kaloo ayagana baaq udirayaa dowlad gobaleeda dalka jira iney xil iska saaraan ilaalinta shuruucda dalka utaal dastuurku ugu horeeyo nidaamka federalismka ee dhisan yihiin 3 sidoo kale waxaan kula talinayaa dadka reer galmudug inay ilaashadaan midnimadooda wada jirkooda ayna fekertaan qofka aaminayaan aayahooda waxaan ugu horeeyn mahad celinaayaa rwasaaraha xukuummadda mudane xasan cali kheyre golaha wasirada ee aan saaxiibada nahey mudadii aan wada shaqeyney ugu dambeeyntii waxaan balan qaadayaa inaan shaqeyn doono midnimada wanaaga ummadda soomaaliyeed sidoo kale waxaan dhow ula socon doonaa maslaxada dadka aan matalo golaha shacabka,HUMAN,HUMAN,Unknown
wasiirka waxbarashadahiddaha tacliinta sare ee xukuumadda federaalka soomaaliya cabdullahi goodax barre kulan wadatashi qaatay ardayda wax barta jaamacaddaha magaalada muqdisho newsinsidehadafka kulanka ahaa sidii wasiirka waxbarashada uu dhageysan lahaa cabashada qabaan ardeyda soomaaliyeed islamarkana uu faah faahin uga siin lahaa dadaalka wasaaradda waxbarashada ugu jirto horumarinta waxbarashada dalka wasiirka waxbarashada xukuumadda federaalka soomaaliya mudane cabdullaahi goodax barre sheegay wasaaradda waxbarashada xoogga saareyso sidii heli lahaa dhalinyaro soomaaliyeed xirfad leh mudane cabdullaahi goodax barre ardayda qeyb galay kulanka sheegay wasaaradda waxbarashada diyaarisay manhaj cusub islamarkanaa tababaray macalimiinta dhigaysa wasiirka waxbarashada soomaaliya mudane cabdullaahi goodax barre tilmaamay wasaaradda waxbarashada marnaba aysan ilaabi doonin dadaalkii dadka soomaaliyeed soo galeen sii wadida waxbarashada dalka markii dhacday dowladdii dhexe mudane cabdullaahi goodax barre tilmaamay macallim kasta wax dhiga iskuullada dowladda xilligan uu lee yahay xirfad uu bixiyo maadada uu dhigayo taasina door qaadaneyso horumarinta waxbarashada dalka iman mohamed jama hiiraan online,HUMAN,HUMAN,Unknown
