Text,Label
"Garoonka kubbadda cagta Dhuusamareeb ayaa dhawaan la dhigidoono cowska macamilka waxaana  guud ahaan maamulka Galmudug ka socda dayactirka iyo quruxinta garoomada,iyadoo dhallinyarada iyo bahda ciyaaraha ayaa soo dhaweyeen howlaha socda sida uu Gooobjoog u sheegay guddoomiyaha xiriirka kubbadda cagta Galmudug Cabdifataax Cabdullahi Warsame (Badshaa).



“Waan u mahad celinaynaa madaxda Dowladda kaalinta ay ka qaateen howlaha iminka ka socda garoomada kubbadda cagta Galmudug,waxaanse rajaynaynaa in aan dhawaan helno garoomo casri ah” ayuu isna Goobjoog Sports ugu waramay guddoomiyaha ciyaaraha Dhuusamareeb Mahad Cabdi.



Xiriirka Kubbadda cagta Soomaaliya ayaa ku mashaquulsan taageereeda ururada kubbadda cagta Maamul Goboleedyadawaxayna Xiriirka Galmudug codsanayaan in laga caawiyo dhigista rooga cowska iyo habeynta tarabuunada garoomaadka maadaama howshan ay iyaga qibrad wanaagsan u lee yihiin.



Si kastaba waxaa dhawaan  xariga laga jaridoonaan garoomada kubbadda cagta Koonfur Galbeed,Galmudug iyo Puntland waxaana dhallinyarada iyo bulshada isboortiga gobolaadaas ay la dhacsanyihiin quruxinta iyo dib u dayactirka ka socda garoomada kala duwan ee maamuladaas.",HUMAN
"Xiriirka Kubbadda cagta Soomaliya ayaa qalab isboorti oo kala duwan u qaybiyay ilaa koox oo ka mid ah kuwa sanadkan ka qeyb galaya horyaalka kubbadda cagta Koonfur Galbeed oo markii ugu horeesay la qabanayo  maamulkaas waxaana fuudeenta iyo qarashaadka inta uu tartanka socdo bixinaya X.K.Cagta.



“Way mahadsanyihiin Xiriirka Kubbadda Cagta kaalinta ay ka qaadanayaan horomarinta kubbadda cagta Koonfur Gabeed waxayna tani dhiiri gelin u noqonaysaa in tartamada iminka inoo socda ay kasoo baxaan dhallinyar badan oo ka qeyb qaadanaya Xulka Qaranka Soomaaliya” ayuu saxaafada u sheegay guddoomiyaha Xiriirka Kubbadda Cagta Koonfur Galbeed Axmed Cusmaan Cali (Axmed Dollar).



Guddoomiyaha warbaahinta ahna guddoomiye ku xigeenka arimaha horomarinta Maamul Goboleedyada Xiriirka Kubbadda Cagta Soomaaliya Abuukar Islaw Xasan aya sheegay in Xiriirka uu ku howlan yahay horomarinta iyo kor u qaadida kubbadda cagta guud ahaan Koonfur Galbeed.



Wasiirka ciyaaraha iyo dhallinyarada Koonfur Galbeed Cali Dhuux Maaxamed ayaa u mahad celiyay madaxda Xiriirka Kubabdda Cagta Soomaaliya,da’daalada horomarineyd ay ka wadaan Maamulka Koonfur Galbeed,tani ay kor u qaadayso is dhaxgalka bulshada iyo nabadda.",HUMAN
"Dhallinyaro Soomaaliyeed oo ku nool Wadanka UK ayaa Degmooyinka Yaaqshiid iyo Hiliwaa ka aasay aasay labo koox oo kubbadda cagta ah,iyagoo ugu tala galay in ay dhallinyarada ay ka taageeraan xirfadooda isboortiga waxaana kooxda Jubba Youth hindisay dhallinyarada kala ah Caamir Cabdiraxmaan Xuseen  iyo Zakariye Cabdi Xasan.



“Markii aan kusoo laabanay dalka waxaan aragnay baahi badan oo haysta dhallinyarada aniga iyo saaxiibo badan oo ku nool magaalada London ayay nagu dhalatay in aan caawino dhallinyarada,sababta loo aas aasay kooxda Jubba ayaa ah in ay wax baan ka badasho Soomaaliya,waxaanse rajaynaynaa in aan mustaqbalka soo saarno caruur badan oo saameyn ku leh Soomaaliya” ayuu Goobjoog Sports ugu waramay Caamir Cabdiraxmaan Xuseen oo ah guddoomiyaha guud ee naadiga Jubba Youth.



Guddoomiyaha Jubba Youth ee caasimada Muqdisho Cabdullahi Maxamuud Sanka ayaa sheegay in hadafkooda uu yahay in ay dhiirigeliyaan dhallinyarada in ay kooxo badan oo nuucyada ciyaaryaha ka aas aasan degmooyinka Gobolka Banaadir iyo dhamaana gobolada kale ee dalka.



Guddoomiyaha Isboortiga Degmada Yaaqshiid Xasan Tahliil ayaa u mahad celiyay dhallinyaradii aas aastay kooxda Jubba Youth ,wuxuuna balan qaaday in degmada Yaaqshiid ay diyaar u tahay in ay garab istaagto kooxdan oo muhiim degmooyinka dariska ah ee Yaqiishiid iyo Hiliwaa.



Macalinkii hore kooxda Hirshabeele iyo Saxafi FC Cabdi Isaaq Maxamed (Cabdi Kuus) ayaa bogaadiyay howlaha horomarinta ay wadaan  maamulka iyo macallimiiinta naadiga Jubba,isagoo kula dardaarmay in degmooyinka kale ee Gobolka Banaadir ay ka her geliyaan fursad siinta dhallinyarada.



Guddoomiyaha Ciyaaraha  Degmada Hiliwaa Ismaaciil Cali Axmed ayaa sheegay in ay aad ugu faraxsanyihiin shaqooyinka is dhaxgalka bulshada ay degmooda ka bilaaween dhallinyarada hindisay kooxda Jubba Youth,isagoo geesta kale sheegay in markasta ay tahay in loo mahad celiyo Caamir Cabdiraxmaan Xuseen iyo Zakariye Cabdi Xasan iyo walaalaha kale ee is xilqaamay.",HUMAN
"Mukhtar Cabdullahi Cali oo ka mid ah ciyaaryahanada Soomaaliyeed ee da’daalka wanaagsan ka sameeyay qaarada yurub ayaa iminka waqti wanaagsan la qaadanaya Xulka wadanka Sacudiya iyo kooxda Al Nasar,waxaana aabaha dhalay ciyaaryahan Mukhaar Cali Cabdullahi Sheekh uu sheegay in aad ugu faraxsanyahay da’daalka iyo heerka uu iminka joogo.



“Sharaf weyn ay umadda Soomaaliyeed iyo qoyskayga u tahay in wiilkayga Mukhtaar oo magac iyo heer sareka gaaro ciyaaraha caalamka,waxaana heerka uu iminka joogo laacib Mukhtaar ay dhiir-gelin u noqonaysaa dhallinyarada kale ee jecel xirfadan” ayuuu Goobjoog Sports ugu waramay Cali Cabdullahi Sheekh (Cali Afgooye) oo ah aabaha dhalay laacib Xulka Sacuudi Carabiya Muqtaar Cali Afgooye.



Laacib Mukhtar Afgooye wuxuu sheegay in uu jeclaan lahaa in isaga iyo saaxiibadii ay soo booqdaan dalka iyo in ay la kulmaan xidigaha ka dheela Soomaaliya,balse waqtigooda sanadkan oo cariiri yahay.



Sanadihii lasoo dhaafay waxaa garoomada waaweyn ee kubbadda cagta Caalamka lagu arkayay dhallinayaro badan oo Soomaaliyeed  kuwaas u ciyaaraya kooxaha heerarka  kala gedisan ee qaaarad Qaarada Yururb waxaana aabaha xirfadyahan Cali Cabdullahi (Cali Afgooye) waalidiinta kale  uu u soo jeediyay in ay caruuurtooda ku dhiiri-geliyaan qeybaha kala duwan ee isboortiga.



Si kastaba 23 Jirada Sacduuiya Carabiya ayaaa bishii Janaayo ee sanada 2020 soo tiigsatay kama dambeysta  tartanka Asian Championship,inkastoo fiinalaha ay guuldarokala kulmeen South Korea.",HUMAN
"Wafdi ka koobnaa macallimiin,ciyaartooyda oo ka kala socday wadamada Yurub ayaa dalka u yimid ciyaaro saaxiibtinimo iyo is-dhaxgal bulsho sanadii 2019 waxayna badankooda u aheyd kolkii kowaad ay caga imaadaan dhulkooda hooyo ee Soomaaliya.



17 December 2019-Wafida kooxda Som Stars  ayaa ka soo dagay garoonka Cadde ee magaalada Muqdisho waxaana dhallinyarada iyo maamulkooda soo dhaweeyay madaxda ka socotay Gobolka Banaadir,iyagoo ugu mahad celiyay booqashooda imaatinka Soomaaliya.



18 December 2019-Dhallinyarada iyo wafdiga kooxda ayaa booqday tuulada ciyaaraha ee Stadium Muqdisho,iyagoo aad ugu faraxay markii ay gareen,dhallinyarada ayaa bogaadiyay howlaha dib u dhiska ee ka socda garoonka Stadium Muqdisho,iyagoo u u mahad celiyay Dowladda Soomaaliya.



19 December 2019-Kooxda Somali Stars UK ayaa kulan ciyaareedkoodii kowaad caasimada Muqdisho kula ciyaaray xidigaha naadiga ciidanka xooga dalka ee Horseed taageerayaal aad u badan ayaa kasoo qeyb galay kulankaa waxaana 1-0 ku badiyay xidigaha martida ahaa Somali Stars UK.



20-December 2019-Dhallinyarada iyo macallimiinta ayaa booqday goobaha dalxiisa ee magaalada,iyagoo waqti wanaagsan ku qaatay xeebta Liido ee degmada CabdiCasiis waxaana la kulanay qaar ka mid ah waxayna inoogu warbixiyeen dareenkooda ku aadan Liido Beach.



“Way la yaabeen quruxda iyo jawiga dagan ee Xeebta Liido,uma aysan haysan in ay halka ay joogaan ay tahay dhulkooda.,balse waxay ka qaateen qibarad aad u wanaagsan” waxaa sidaas Goobjoog ugu waramay Cabdi Axmed Cabdulle oo ka mid ahaa maamulka kooxda Somali Stars Uk.



21-December 2019-Kooxda Heegan iyo xidigaha Somali Stars ayaa wada dheelay ciyaar aad u xiiso badan waxaana kulankaa 4-3 ku badiyay wiilasha naadiga ciidanka booliska Soomaaliyeed ee Heegan,waxaana ciyaartaa kasoo qeyb galay taageerayaal aad u badan.



23-December 2019-Maamulka Gobolka Banaadir ayaa dhallinyarada iyo madaxda kooxda Somalia Stars ku qaabilay xafiiska duqa caasimada ahna guddoomiyaha Gobolka Banaadir mudane Cumar Maxamuud Maxamed “Cumar Filish”,dhallinyarada ayaa kormeer ku maray xafiisyada kala duwan ee  Gobolka Banaadir,iyagoo bogaadiyay howlaha ka socda.



24-December 2019-Naadiga Dowladda hoose ee Muqdisho City Club iyo kooxda Somali Stars ayaa wada dheelay kulan ciyaareed aad u xiiso badan waxaana daawashada ciyaarta kasoo qeyb galay taageerayaal aad u badan,iyadoo kulanka uu ku dhamaaday barbaro 2-2.



25-December 2019-Dhallinyarada iyo macallimoontooda ayaa booqay xerada farsamada gacanta ee Xayle Bariise waxaana safarka kooxda qeyb ka ah labo wiil oo ka mid ah reer Xayle,iyagoo aad ugu farxay kolkii ay booqdeen Warshadooda iyo howlaha ay bulshada u hayso.



26-December 2019-Xidigaha Kooxda Somali Stars oo ka kala yimid wadamada UK,FInland,Sweden ayaa kulankii ugu danbeeyay caasimada xili habeen ah kula dheelay naadiga Som United ee ka ciyaarta horyaalka heerka afaraad ee dalka Sweden waxayna aheyd ciyaar aad u xiiso badan,iyadoo Som United ay guusha ku qaateen 2-1 iyo koobka loogu dhigay macallimiiinta iyo ciyaartooyda Somali stars ayaa u hambaleeyay dhigooda Som United.



“Wuxuu inoo ahaa safar cajiib ah waxaan u mahad celinaynaa dadkii nagu soo dhaweeyay dhulkeenii hooyo iyo kooxihii kala duwanaa ee aan kula ciyaarnay magaalada Muqdisho,ani ahaan iyo qaar badan oo ka mid ah dhallinyarada waxay diyaar u yihiin in ay soo laabtaan sanadaha soo aadan” ayuu Goobjoog u sheegay macallin ku xigeenka kooxda Somali Stars Zakariye Cabdi Xasan.



28-December 2019-Waxaa soo idlaaday socdaalka dhul barasho is dhaxgalka bulshada iyo ciyaaraha saaxiibtinimo ay caasimada Muqdisho ku ciyaareen dhallinyarada qurbajoogta,iyagoo sheegay in aysan iloowidoonin waqtigii quruxda badnaa ay ku qaateen dalkooda hooyo waxayna balanqaadeen in ay joogteendoonaan sanad kasta.",HUMAN
"Waxaa meel wanaagsan maraya dayactirka & dhismaha Garoonka Ciyaaraha ee Istaadiyo Muqdisho,Garoonkan oo ah midka ugu wayn dalkeena ayaa waxaa haatan u harsan waxyaabo yar yar oo ah dhameystirka dhismaha.



Wax dhamaadkii sanadkii hore 2019 booqday madaxda Xiriirka Kubbadda cagta iyo dhallinyarada ka timid wadanka UK,iyagoo sanadkii labaad booqasho iyo indha indheyn ku tagay tuulada,waxayna Goobjoog u sheegeyn in wax badan oo la taaban karo laga badalay garoonka ugu weyn Soomaaliya.



Guddoomiyaha Xiriirka Kubabdda Cagta Soomaaliya Cabdiqani Saciid Carab ayaa sheegay marka la dhameeyo holwaha ka socda Tuulada ciyaaraha Stadium Muqdisho uu xiriirka ku qaban-ddoono tartamada kala duwan ee kubbadda cagta,maadaama iminka ay jirto baahi badan oo garoomada.



Garoonka Stadium Muqdisho oo la dhisay Sanaddii 1978-dii ayaa lagu qaban jiray in badan oo ka mid ah ciyaaraha sida kubbadda cagta, kolayga, miiska, dabaasha iyo kuwo kale oo badan,waaya joogii hore ayaa bogaadinaya holwaha dib u dhiska ee ka socda garoonka Stadium Muqdisho.",HUMAN
"Wadooyinka magaalada Muqdisho waxaa kolkaad marto  aad arkaysaa baahiyo badan ay qabaan dhallinyarada jecel xirfada kubbadda cagta,iyagoo ku dheelo wadooyinka halista ee degmooyinka Gobolka.



Yaasmiin Cusmaan Maxamed Kastan oo ku nool wadanka Ingiriisa ayaa dhallinyarada ugu deeqaday kubbadahan waxayna Goobjoog u sheegtay in ay sii wadidoonto howshan mustaqbalka soo aadan.



Deeq Xalane oo ka mid ah qurbajoogta dalka dib ugu soo laabtay ayaa u mahad celiyay dadkii ka qeyb qaatay howshan wuxuuna dhinaca kale qurbajoogta kula dardaarmay in ay mas’uuliyada iska saaran fursadsiinta dhallinyarada xirfada wanaagsan ee ku ciyaara wadooyinka halista ah ee magaalada Muqdisho.



Qaar ka mid ah dhallinyarada ku ciyaara wadooyinka oo la hadlay Goobjoog bogaadiyay shaqsiyaadka soo gaarsiiyay kubbaddahna ,iyagoo geesta kale madaxda Ciyaaraha iyo dowladda ka dalbaday in ay sameeyaan garoomo aad u wanaagsan oo ay kgaa bad baadin kara goobaha halista badan.



Yuusuf Yuusuf oo ka wakiil ahaa Yaasmiin Cusmaan Maxamed kuna wareejiyay kubbadihii loo soo wakiishay dhallinyarada ku ciyaarta wadooyinka caasimada ayaa Goobjoog u sheegay in ay sii wadi doonaan arimahan oo muhiim dhallinyarada,isagoo ganacsatada kula dardaarmay iyo qurabjoogta kula dardaarmay in ay dhiiri gelinyaan dhallinyarada oo u baahan fursad badan.",HUMAN
"La taliyaha maamulka isboortiga Gobolka Banaadir Cabdiqaadir Xaaji (Dacar) ayaa sheegay in bulshada kubbadda cagta ay doonayaan in ay is badal sameeyeen mas’uuliyeenta Xiriirka Kubbadda Cagta.



“Xiriirka kubbadda cagta waa ha’yadda weyn kama jiran wax hormar balaraan marka laga reebo tartamada gudaha lagu qabto mana jiraan wax horomarin,iyadoo caalamka Soomaaliya uu sanad walib ku taageero dhaqaaqo badan si kor loogu qaado kubbadda cagta Soomaaliya” ayuu la taliyaha ciyaaraha Gobolka  Cabdiqaadir Xaaji Dacar u sheegay Goobjoog Sports



Tan iyo 2014 Xiriirka  Xiriirka Kubbadda Cagta Soomaaliya waxaa maamuliyay Cabdiqani Saciid Carab iyo ku xigeenadiisa,waxaana sanadihii lasoo dhaafay lagu dhaliilay wax qabad la’aan iyo dayaacad fara badan oo ka jirta waaxyaha Xiriirka Kubbadda Cagta Soomaaliya.



“Xiriirka malahan shaqsiyaad gaar ah wuxuu u dhaxeeyaa Soomaali oo dhan nimanka iminka maamula ma ogala in ay dhagaystaan bahda kubadda cagta talooyinkooda,waxayna taasi caqbad ku tahay geedi socodka iyo horomarka kubbadda cagta” ayuu hadalkiisa raaciyay la taliyaha maamulka ciyaaraha Gobolka Cabdiqaadir Muxidiin Xaaji Dacar.



Dad badan ay ku qanacsaneen hanaanka maamulka Xiriirka Kubbadda Cagta Soomaaliya waxaan lagu eedayaa in waqtiga ugu badan mas’uuliyeenta hogaamisa ay ku lumiyaan is qab qabsi joogta ah iyo arimo kale oo ka baxsan wixii loo igmaday.



“Hadii si sax uu u shaqeyn lahaa Xiriirka Kubbadda cagta waxaa la arki lahaa guulo waaweyn oo muuqda  bulshadeena,balse inta ugu badan madaxda Xiriirka waqtikooda  ugu badan waxaa hareeyay is qab qabsi joogta ah iyo arimo kale aan habooneyn” ayuu Goobjoog u sheegay Cabdiqaadir Dacar.



Wuxuu sheegay in Dalka iyo dibada ay joogaan dad aqoon yahano ah oo kaalin wanaagsan ka qaadan kara mustaqbalka dhaw horomarinta Xiriirka Kubbadda cagta Soomaaliya,balse aysan haysan fursado ku haboon oo ay ku soo bandhigi karaa aragtidaada iyo qorshahooda ku aada horomarka.



“Waxaan u baahahay in fursad la siiyo dhallinyarada aqoonta wanaagsan ee ka soo bixi karta hogaaminta hanaanka shaqo ee Xiriirka Kubbadda Cagta Soomaaliya,balse hadafkayga waa in aan waqtiga dhaw aragnaa in uu dhaca is badal” ayuu Goobjoog Sports ugu waramay  Cabdiqaadir Dacar.



Si kastaba bisha 2022 ayaa ku eg yahay mudada xileynta guddoomiye Cabdiqani Saciid iyo mas’uuliyeenta kale ee Xiriirka Kubadda Cagta Soomaaliya,iyadoo bahda kubadda cagta ay ku haminayaan in ay arkaa is badal ka dhaca Xiriirka.",HUMAN
"Ciyaartooyda kooxda Melbourne ayaa ciyaar xiiso badan ku qaatay degmada taariiga ee Qardho ee maamulka Puntland,iyagoo sidoo kale howl lagu caawinayo dadka danyarta ka sameeyay isla magalaada waxaana booqashooda ka mahad celiyay maamulka iyo bahda ciyaaraha deegaanka



Guddoomiyaha degmada Qardho Cabdisalaan ayaa u mahad celiyay maamulka iyo dhallinyarada kooxda melbourne oo marar badan halkaa u tagay is dhaxgal bulsho iyo ciyaaro saaxiibtinino



Maamulka kooxda jaaliyada Soomaaliyeed ee melbourne ayaa iyagana la mahad celiyay sida wanaagsan ee loogu soo dhaweeyay maagalada waxayna intaa ku dareyn in hadafkooda u yahay in ay caawiyaan dhallinyarada iyo bahda ciyaaraha Qardho.



Madaxda ciyaaraha maamulka Puntland oo la hadlay warbaahinta ayaa sheegay in qurbajoogta kale ay ku daysadaan kooxda reer Australia ee Melbourne



Si kastaba dhallinyarada iyo ciyaaryooyda deegaanada maamulka Puntland ayaa u mahad celiyay dhallinyarada qurbajoogta iyo kuwa ku sugaan deegaanada Puntland oo iminka ah kuwa isku dhaw sanad walba loo baahanyahay in la sii hormariyo arimaha horomarinta maamulka Puntland ayna ka sugayaan in ay casuumaan qurbajoogta kale.",HUMAN
"Guddoomiyahay gudiga garsoorka kubbadda cagta Soomaaliya Xasan Yabarow Wiish ayaa sheegay in uu is badal iyo dib habeyn uu ku sameyn doono waxaada garsoorka Xiriirka Kubbadda Cagta.



“Tani iyo markii la ii magacaabay jagadan waxaan kordhinay horomarinta aqoonta garsooryaasha, welina waxaan ku jirnaa dib u habeynta heerarka kala duwa  ee garsoorayaasha kubbadda cagta Dalka” ayuu Goobjoog Sports u sheegay Guddoomiyaha Garsoorka Soomaaliya mudane Xasan Yabarw Wiish.



Xasan Yabarow Wiish ayaa horay u ahaa garsoore heer caalami oo dhinaca kubbadda cagta,isagoo ka mid ahaa garsoorayaasha ugu firfircoonaa ee ka soo muuqday tartaamda qaarada Africa wuxuuna Soomaaliya u soo hooyay guulo waaweyn intii uu ahaa.



“Meel wanaagsan ayaan ka gaaray xirfada garsoorka Africa,balse iminka gabi ahaan waan ka fariistay sababtoo ah  waxaan doorbiday in aan juhdi ku bixino in ay soo baxaan dhallinyaro badan oo badala ” ayuu guddoomiye Wiish ugu waramay Goobjoog Sports.



Wuxuu sheegay in waxaada garsoorka ay iminka ku howlan yihiin aqoonta kordhinta iyo horomarinta garsoorayaasha Maamul Goboleedyada,isagoo hadalkiisa intaa ku daray in ay safar shaqo ku tagi doonaan dhamaana Maamulada Dalka.



“Ka hor iyo inta aan iminka ahay guddoomiyaha garsoorka Soomaaliya waxaan xiirir wanaagsan la lee yahay dhallinyarada garsoorayaasha ee jooga Maamul Goboleedyada, waxaana badankooda u balanqaaday in ay helaan fursadaha iyo waxyaalaha ay u baahan yihiin”  ayuu Goobjoog Sports u sheegay guddoomiye guddiga garsoorka kubbadda cagta Soomaaliya Xasan Yabarow Wiish.



Garsooryaasha heerka caalami ee Soomaaliya ayaa lagu tirayaa kuwa ugu wanaagsan ee kasoo muuqada ciyaaraha Qaarada Africa waxaana sanadihii lasoo dhaafay kordhayay tirada u gudbaysa heerarka caalamiga.



“Garsoorkeena way ka tilmaaman yihiin kuwa kale ee Qaarada, taasina waxay ku timid da’daalka ay sameeyeen dhallinyarada ku jirta xirfadan, yoolkeena mustaqbalka dhaw waa in aan helnaa garsoorayaal kala duwan oo jooga Dalka gudihiisa iyo dibada in ay kasoo muuqdaan caalamka”ayuu gudoomiye Xasan Wiish u sheegay Goobjoog Sports.



Si kastaba bishii Febraayo 2019 ayaa xilka guddoomiyaha garsoorka loo magacabay Xasan Yabarow Wiish,isagoo dhinaca kala ah guddoomiyaha ciyaaraha Gobolka Banaadir.",HUMAN
"Maxamed Cabdiqaadir Sheekhdoon oo ah aas aasaha iyo layliyaha naadiga kubbadda cagta Som United ee ka ciyaarta horyaalka heerka afaraad ee dalka Sweden ayaa Goobjoog u sheegay in uu soo dhawaynayo hadii loogu yeero shaqada hogaaminta Xulka Soomaaliya.



“Aniga waan bartay xirfadan,balse waxaa dalka joogo macallimiin iga qibrad badan oo mudo ku soo jiray ka shaqeynta mashruuca Xulka aniga oo ka faa’ideenayso waqtigooda ayaa waxaan diyaar in aan ka qaato waayi aragnimo,si aan wax ugu biiriyo” ayuu Macallin Maxamed ugu waramay Goobjoog Sports.



Intii uu hogaaminayay Som United tan iyo sanadii 2011 waxa ay kooxda gaartay guulo waaweyn oo dhinaca ka qeyb galka tartamada Sweden wuxuuna intaa hadalkiisa sii raaciyay in ay doonayaan in ay maqaam sare ka gaaraan ciyaaraha Wadanka Sweden.



“Waxaan gaarnay guulo waaweyn sanadihii lasoo dhaafay waxaan kor u qaadnay magaca Soomaaliya,sababto waxaana nahay naadiga kaliya ee ka ciyaarta Sweden,yoolkeena waa in aan tiigsanaa kaalama hore ee kubadda cagta dalkeena labaad” ayuu Goobjoog Sports u sheegay tababare Maxamed Cabdiqaadir.



Maxamed ayaa ah nin dhallinyaro ah sanadihii lasoo dhaafay maamulayay koox Soomaaliyeed oo ka ciyaarta horyaalka heerka afaraad ee Sweden wuxuuna iminka haystaa shahaadooyin badan oo cadaynaya heerka uu ka gaaray xirafada tababarnino.



“Waxaan diyaar u ahay in aan aqoonta iyo waqtigayga ku biiriyo da’daalka lagu horomarinayo guulaha Xulka Qaranka waxaan jeclahay in wixii aan bartay aan ugu faa’ideeyo da’yarta soo koraysa ee hamiga ka leh u dheelista Qaranka Soomaaliya” ayuu Goobjoog  u sheegay tababare Maxamed.



Si kastaba saaxiibada iyo bahda kubbadda cagta dibadda iyo gudaha dalka ayaa tababare Maxamed Sheekdoon ku bogaadiyay go’aankiisa qabashada iyo maamulida Xulka Qaranka Soomaaliya.

",HUMAN
"Nicolos Berlanga  u qaabilsanaha midowga Yurub ee Soomaaliya iyo Ra’isulwasaare Kheyre oo ku wada hadlay qaadka internedka ee vedio conference, ayaa ka wada hadlay xorriyatul qawlka, madax bannaanida saxaafadda xorta ah iyo sidii beesha caalamka ay Soomaaliya uga taageeri la hayd ka hortagga cudurka safmarka ah ee COVID-19.

Amb Nicolas ayaa sheegay in xarigga wariyaasha iyo la dagaalanka madax bannaanida hadalka aysan noqon doonin cudur kaloo saf mar ah sida uu hadalka u dhigay.

“Dhaliisha waa qeyb ka mid ah geedi socodka dimuquraadiyadda, xanibaadda xorriyatul qawlka, ma noqon karto cudur kaloo saf mar ah, haddii wariyayaasha ay xogta qaldaan xabsiga iyo xanibaaddu ma ahan tallaabadii ku haboonayd” ayuu yiri Nicolas Berlanga.

Hadalka Nicolas Berlanga ayaa ku soo aadaya xilli 14-kii bishaan dowladda Soomaaliya ay xabsiga u taxaabtay wariye Cabdicasiis Axmed Gurbiye oo ah tifaftiraha warbaahinta Goobjoog Media Group, iyada oo dowladdu aysan si toos ah uga hadlin xarigga wariye Cabdicasiis Gurbiye oo 18-kii April  lagu sii daayay damaanad.

2-dii April 2020 hay’adda NISA ayaa barteeda Twitterka waxa ay ku soo qortay hadal u muuqday hanjabaad oo ka dhan ahaa wariye Haaruun Macruuf oo ka tirsan warbaahinta VOA laanteeda Afka Soomaaliga, waxaana NISA ay qoraalkeedaas ku sheegtay in shaqsi ka tirsan dowladda uusan wax xog ah siin karin wariyahaasi.

Dowladda madaxweyne Farmaajo ayaa sidoo kale waxa ay garoomada ciyaaraha ka mamnuucday warbaahinta Goobjoog Media Group oo ka mid ah warbaahinta madaxa bannaan, mana jirto sabab ay dowladdu ku sheegtay in warbaahintaas looga joojiyay garoomada ay ka soo tabinaysay ciyaaraha si ay ugu adeegto bulshada kala duwan ee Soomaaliyeed.

Dhanka kale ciidanka booliska Soomaaliyeed gaar ahaan kuwa sida gaar ah u tababaran ee loo yaqaan Haramcad ayaa 20-kii April 2020 waxa ay magaalada Muqdisho jirdil ugu geysteen wariyayaal ka shaqeynayay warbaahinta Shabeelle kuwaas oo ku sii jeeday hoygooda waxaana wariyayaashaasi lagu haystay bandow ay dowladdu soo rogtay oo habeenkii ah kaasi oo horey taliska boolisku ay ku sheegeen in bandowgaasi uusan saameyn ku yeelan doonin saxaafadda.

29-kii March 2020 wariyayaal ka tirsan warbaahinta Goobjoog oo ku guda jiray howllo shaqo ayaa waxaa is hor-istaag ku sameeyay ciidan ka tirsan dowladda kuwaas oo kala wareegay qalabkii ay ku howlgalayeen, waxaana muddo saacado ah ay ku xayirnaayeen saldhig ciidan.

Isla bishaas 10-keedii waxaa hakad iyo qashqashaad la galiyay wariyayaal ka tirsan Mustqbal Radio oo gudanayay howllahooda shaqo waxaana xayiraad u geystay ciidamo ka tirsan dowladda Soomaaliya.

Ururada u dooda saxaafadda ayaa maalmihii la soo dhaafay waxa ay walaac ka muujinayeen tacadiyada kala duwan ee loo geysto wariyayaasha iyo sida xukuumadda Nabad iyo Nolol ay u maamusho xogta.

Waxaa haatan gacanta dowladda ku jira wariya Maxamed Cabdiwahaab Nuur Abuuja oo ka mid ah wariyayaasha Soomaaliyeed ee ka howlgalla magaalada Muqdisho waxaana in ka badan 40 cisho uu u xiran yahay hay’adda nabad sugidda iyo sirdoonka Soomaaliya ee NISA, waana qeyb ka mid ah tacaddiyada ay dowladda federaalka kula kacdo saxaafadda xorta ah.

Dhinaca kale waxaa sanad iyo maalmo u xiran xukuumadda Soomaaliland wariye Cabdimaalik Coldoon oo u olo’oleeya dadka baahiyaha gaarka ah qaba, iyada oo hay’adaha caalamiga ah ee u dooda xuquuqda aadanaha ay ugu baaqeen Soomaaliland xorriyad siinta wariya Coldoon.

Inta badan wariyayaasha ka howlgalla magaalada Muqdisho ayaa ka cabta inaysan awood u helin su’aal weydiinta masuuliyiinta ka tirsan dowladda iyo in xafiisyada dowladdu ay u soo diraan warar faaf reeban.",HUMAN
