Text,Label,AiTypeNormalized,CategoryNormalized
erdogan oo xanaaqsan sawir gacmeed charlie hebdo ka sameeyey madaxweynaha turkiga recep tayyip erdogan ayaa si weyn uga xanaaqay sawir gacmeed khiyaami ah oo wargeyska faransiiska ee charlie hebdo uu ka daabacay isaga isagoo adeegsanaya farriimo adag oo uu ku hanjabaday in tallaabooyin sharci ah iyo kuwo diblomaasiyadeed laga qaadi doono sawir gacmeedka oo lagu tilmaamo mid aflagaado ah ayaa muujinaya qof loola jeedo erdogan oo kursi ku fadhiya isaga oo xiran nigis gacantana ku haysta koob khamri ah muuqaalka waxaa kaloo ku jira haween xijaaban kuwaasi oo sawirku muujinayo in uu marada ka qaadayo si kastaba ha ahaatee xafiiska madaxweynaha turkiga ayaa si degdeg ah uga falceliyay isagoo sheegay inuu qaadi doono tallaabooyin sharci ah iyo kuwo diblomaasiyadeed sidoo kale warbaahinta turkiga ee ntv ayaa warbixisay in ankara ay u soo yaqtay diblomaasiga labaad ee ugu sarreeya ee faransiiska ee turkiga ku sugan kadib markii safiirku loo yeeray paris si loo caddeexiyo xaalada daabacaadda sawir gacmeedkan ayaa timid xilli xasaasi ah oo xiisad diblomaasiyadeed oo u dhaxeysa turkiga iyo faransiiska ardaagtu waxay bilaabatay markii erdogan uu baaqay in badeecadaha faransiiska laga adkaaday suuqyada turkiga taasina waxay ahayd jawaab celin adag oo uu madaxweyne macron kaga falceliyay dhacdooyin xogogaal ah oo laxiriira islaamka iyo waxbarashada diiniga ah gudaha faransiiska macron ayaa ka hor difaacay xorriyada saxaafadda iyo xuquuqda daabacaadda kadib markii charlie hebdo ay mar hore daabaceen sawiro gacmeedyo loola jeedo nebiga muxammed nnkh taasina waxay abuurtay xanaaq ballaaran oo dunida islaamka ka jira erdogan isagoo la hadlaya wariyayaasha ayaa sharraxay inuusan si toos ah u arkin sawir gacmeedka isagoo ku doodaya in uusan dooneynin inuu qiimo u yeelo wargeys aanshax lahayn hadalkani wuxuu tilmaamayaa in erdogan uu isku dayayo inuusan u muuqan mid aad uga saacidaya sawirka isla markaana uu cadeynayo xanaaqiisa ka dhanka ah charlie hebdo iyo siyaasadda faransiiska guud ahaan,AI,AI,Unknown
wasiir kuxigeenka wasaaradda xanaanada xoolaha dhirta iyo daaqa ee xukuumadda federaalka soomaaliya xildhibaan ckariin khaliif cabdi dhalac ayaa si rasmi ah ugu dhawaaqay inuu iska casilay xilkii wasiir kuxigeenimo ee uu ka hayay dowladda federaalka iscasilaaddan ayaa timid kadib markii uu sheegay in uu ka biyo diiday faragelin siyaasadeed oo uu ku eedeeyay dowladda dhexe gaar ahaan arrimaha la xiriira dhismaha maamulka galmudug xildhibaan dhalac ayaa ka mid ahaa xubnihii golaha wasiirrada ee lagu soo daray xukuumadda raiisul wasaare xasan cali kheyre tan iyo markii la dhisay waxa uu sidoo kale ka mid yahay xildhibaanada golaha shacabka ee ka soo jeeda gobolka mudug taasoo ka dhigaysa shaqsi siyaasaddiisa si dhow ula xiriirta xaaladda maamulka galmudug iyo awoodqeybsiga deegaannadaas qoraal uu soo saaray ayuu ku faahfaahiyay sababaha uu isu casilay isagoo si cad u sheegay in uu ku qanci waayay sida dowladda federaalku u faragelinayso arrimaha maamulka galmudug gaar ahaan hanaanka dhismaha maamulka cusub ee halkaas ka socday waxa uu tilmaamay in tallaabooyinka qaarkood ay yihiin kuwo ka baxsan dastuurka dalka iyo heshiisyada federaalka ee u dhexeeya dowladda dhexe iyo dowlad goboleedyada dhalac wuxuu ku adkeystay in faragelinta uu sheegay ay keeni karto dhibaatooyin siyaasadeed oo waaweyn kuwaas oo saameyn ku yeelan kara amniga horumarka iyo xasilloonida guud ee dalka waxa uu sidoo kale sheegay in xaaladdaasi ay abuuri karto kala fogeyn iyo kala qaybsanaan dheeraad ah oo u dhexeysa bulshada ku dhaqan gobollada mudug iyo galgaduud ee ku mideysan maamulka galmudug isagoo sii faahfaahinaya mowqifkiisa xildhibaan ckariin khaliif dhalac wuxuu si gaar ah ugu baaqay dowladda federaalka soomaaliya in ay ilaaliso dastuurka dalka iyo nidaamka federaalka ee lagu heshiiyay waxa uu sheegay in loo baahan yahay in la ixtiraamo madaxbannaanida dowlad goboleedyada si looga fogaado khilaaf iyo qalalaase siyaasadeed oo hor leh sidoo kale wuxuu baaq u diray dowlad goboleedyada dalka isagoo ku adkeeyay in ay iyaguna xil iska saaraan ilaalinta shuruucda dalka iyo nidaamka federaalka si loo xaqiijiyo wadashaqeyn wanaagsan oo dhex marta dhammaan heerarka dowladda waxa uu xusay in wadatashi iyo isixtiraam siyaasadeed ay yihiin kuwa kaliya ee lagu gaari karo dowladnimo deggan oo waarta dhanka kale dhalac wuxuu si gaar ah ula hadlay shacabka reer galmudug isagoo ugu baaqay in ay ilaashadaan midnimadooda iyo wadajirkooda isla markaana ay ka fogaadaan wax kasta oo keeni kara kala qeybsanaan iyo isku dhac gudaha ah waxa uu ku boorriyay in ay si taxaddar leh u doortaan hoggaankooda ayna ka fekeraan maslaxadda guud ee deegaanka iyo mustaqbalkooda siyaasadeed iyo bulsho wuxuu sidoo kale u mahadceliyay raiisul wasaare xasan cali kheyre iyo golaha wasiirrada uu kala shaqeynayay mudadii uu xilka hayay waxa uu sheegay in uu qadarinayo wadashaqeyntii iyo xiriirkii shaqo ee uu la lahaa xukuumadda inkastoo uu goaansaday inuu ka haro xilkaas sababo uu ku tilmaamay kuwo mabda iyo aragti siyaasadeed ah ugu dambeyntii xildhibaan ckariin khaliif dhalac wuxuu sheegay in inkastoo uu iska casilay xilkii wasiir kuxigeenka uu sii wadi doono ka shaqeynta danaha shacabka soomaaliyeed gaar ahaan kuwa uu ku matalo golaha shacabka waxa uu ballan qaaday in uu si dhow ula socon doono arrimaha maslaxadda guud ee dalka isla markaana uu ka qeyb qaadan doono dadaallada lagu horumarinayo midnimada iyo dowladnimada soomaaliya iscasilaadda dhalac ayaa loo arkaa mid ka mid ah dhacdooyinka siyaasadeed ee xilligaas ka taagnaa soomaaliya gaar ahaan marka la eego khilaafaadka ka dhasha dhismaha maamul goboleedyada iyo xiriirka dowladda federaalka iyo dowlad goboleedyada taasoo markale muujinaysa sida ay u adag tahay hirgelinta nidaamka federaalka ee dalka,AI,AI,Unknown
xubnaha wakiilada caalamka ee ka qeybgalaya shirka caalamiga ah ee madasha iskaashiga soomaaliya ayaa waxaa ay inta badan ka hadleen khilaafka xilligaan u dhaxeeya dowladda federaalka iyo maamulka jubbaland safiirka dowladda maraykanka u fadhiga soomaaliya ambassador donal yamamoto ayaa ka hadlay arrimaha khilaafka jubbaland iyo dowladda federaalka ayuu ka hadlayisaga oo dhowr mar ku cel celiyay in dowladda ay muhiim tahay inay diyaariso siyaasad mideysan oo loo dhan yahay lagana gudbo khilaafka jubbaland wakiilka xoghayaha gaarka ah ee qaramada midoobey u qaabilsan arrimaha soomaaliya ambassador james swan ayaa dhankiisa sheegay in waqtigaan xal buuxa laga gaaro khilaafka dwoladda federaalka iyo maamulka jubbaland dowladda faransiiska wakiil u hadashay ayaa waxaa ay sheegtay in ay rabaan deganaansho siyaasadeed iyada oo dul istaagtay arinta jubbaland ee sababta wadashaqeynta dowladda federaalka baaqyadan kala duwan ee ka imaanaya xubnaha beesha caalamka ee ku aadan xalinta khilaafka dowladda federaalka iyo maamulka jubbaland ayaanan weli wax jawaab ah ka bixi dowladda federaalka iyo maamulka jubbaland,HUMAN,HUMAN,Unknown
koox burcad badeed soomaali ah ayaa afduubtay doon la yiraahdo caseer two oo mareysay meel u dhow degmadda ayl doonta waxaa la sheegay in ay leeyihiin ganacsato soomaali ah waxaana ay kusoo jeeday deegaanadda maamulka puntland shaqaalihii saarnaa doonta oo tira ahaan gaarayay 10 una dhashay dalka yemen ayaa la sheegay in laga dejiyay doonta saraakiisha ciidamadda badda ayaa sheegay in doonta ay afduubteen kooxda burcad badeeda ay suuragal tahay in ay u isticmaalaan weerarada ay ku qaadayaan maraakiibta isticmaasha biyaha soomaaliya 14 bishaan maarso burcad badeed soomaali ah ayaa afduubtay markab weyn oo nooca shidaalka qaada ah oo marayay badweynta india iyagoona lasoo aaday xeebaha degmada caluula ee puntland inkasoo wada hadal ka dib markii dambe lasii daayay markabka hassan istiila mogadishusomalia,HUMAN,HUMAN,Unknown
khamiis november 22 2018 hol wasiirka boostada isgaarsiinta  teknolojiyada ayaa soo dhaweeyay goaanka midowga isgaarsiinta caalamiga itu uu ku ansixiyay laba qaraar oo mid ka mid ah uu gaar u yahay soomaaliya qaraarka 1aad oo tirsigiisu yahay 34 waa mid guud ahaan oo lagu taageerayo dalalka u baahan inay dib u dhisaan isgaarsiintooda wuxuuna farayaa madaxda itu iyo dalalka xubnaha ka ah in ay taageeraan dalal ay soomaaliya ka mid tahay newsinside sidoo kale wuxuu goluhu ansixiyay qaraar u gaar ah soomaaliya oo tirsigiisu yahay 160 kaasi oo ujeeddadiisu tahay in soomaaliya taageero gaar ah laga siiyo sidii ay dib ugu dhisi lahayd una casriyeyn lahayd kaabayaasha isgaarsiinta in dib loo dhiso wasaarad si casri ah u qalabeysan oo leh hayadaha awooddoodu dhisan tahay oo hoos taga wasaaradda in la dajiyo siyaasadda sharciyada iyo xeernidaamiyeyaasha ay ka mid yihiin qorshaha lambarrada taleefoonka maareynta hirarka horumarinta shaqaalaha iyo guud ahaan noocyada kale ee taageero ee loo baahan yahay qaraarkan wuxuu farayaa golaha itu xoghayaheeda agaasimeyaasha qeybaha kala duwan iyo dalalka xubnaha ka ahba inay si gaar ah soomaaliya uga caawiyaan horumarinta isgaarsiinta iyo teknolojiyada madaxda wasaaradda iyo hayadda isgaarsiinta qaranka ayaa bilihii la soo dhaafay galaangal ugu jiray sidii dalalka carabta iyo afrikaankaba ay qaraarkan ugu soo dari lahaayeen hindisayaasha ay la soo shirtagayaan iyagoo intuu uu shirku socday ay soo jeediyeen isla markaana difaaceen qaraarkan maqaamka dalkeena uu ku leeyahay itu ayaa sanadkan ka duwanaa doorashooyinkii hore maadaama aan dib u soo ceshanay xuquuqdii codeynta isla markaana aan yeelanay sharci isgaarsiineed iyo hayad u gaar ah nidaaminta isgaarsiinta waxaan soo dhoweynayaa in la ansixiyay qaraarkii noo gaarka ah iyo kuwa kale ee saameynta nagu lehba arrintan waxay naga caawin doontaa inaan dib u dhisano kaabayaasha isgaarsiinteena isla markaana aan sameyno dibuhabeynta loo baahan yahay maadaama suuqani uu muddo ku soo shaqeynayay nidaam laaan ayuu yiri wasiirka,HUMAN,HUMAN,Unknown
manchester city ayaa bilowday baaritaan ka dib markii kyle walker uu raaligelin ka bixiyay inuu la caweeyay dumar jirkooda ka ganacsada xilli ay aheyd inuu raaco amarka kooxda oo uu gurigiisa dhex joogo daafaca england ayaa wajahaya ganaax culus ka dib markii wargeyska the sun uu soo bandhigay maanta in walker uu lacag siiyay labo dumar oo kuwa jirkooda ka ganacsada ah si uu u la caweeyo isaga iyo nin ay saaxiibo yihiin kaliya saacado ka dib markii uu taageerayaashiisa baraha bulshada ugu baaqay inay guryahooda joogaan oo ay raacaan talada shaqaalaha caafimaadka warbixin uu soo saaray walker oo 29 sanno jir ah ayuu ku yiri waxaan doonayaa inaan uga faaideysto fursadaan inaan shacabka ka raaligeliyo falkii aan ku kacay isbuucii la soo dhaafay taasoo keentay in nolosheyda gaarka ah lagu soo qoro maanta wargeysyada waan fahamsanahay madaama aan ahay xirfadle kubada cagta ah inay i saaran tahay masuuliyad oo ay jiraan caruur igu dayaneysa sidaasi darteed waxaan doonayaa inaan raaligeliyo qoyskeyga asxaabteyda kooxdeyda taageerayaasha iyo shacabka waxaa jira geesiyaal howl adag u qabanaya bulshada waqti xaadirkaan waxaan isbuucii hore hoosta ka xariiqay shaqada cajiibka ah ay qabanayaan laakiin talaabadii aan qaaday waa mid ka duwan wixii ay aheyd inaan sameeyo mudada karantiilka waxaan doonayaa inaan ku celiyo fariinteydii hore guryihiina jooga,HUMAN,HUMAN,Unknown
ciidammada eu ee la dagaalanka burcadbadeedda ayaa gaarka loo jeclaa markab ganacsi oo lagu magacaabo mv orna halkaasoo jiri jiray xukunka imaaraadigu markabkan oo afjida u yeesha rasaas iyo baasuukayaal ayaa lagu qabsaday markas ay ku sugnaan jireen xeebaha soomaaliya weerka burcadbadeedda oo kasoo baxay 400 niyuutikal mayl ka beegsanaw jasiiradda seychelles waxa ay gaysteen baasuukayaal iyo rasaas markabka halkaa markabka waxa ay yeesha ciidammada euiyagoo gaara looga hadliyay calanka panamaaay si yaraar u joojiyeen weerka iyo ay qabsadeen markabka iyo shaqaalihiisa tani waxa ay muujinaysaa in ay jiraan soconno dhawrjilicsiyeed oo lagu walaaca hadda ammaanka badweynta iyo la dhawaca ganacsi caalamiga,AI,AI,Unknown
xoojinta iskaashiga waxbarashada kulankii wasiir goodax barre iyo madaxa dfid magaalada muqdisho waxaa maanta kulan muhiim ah ku yeeshay wasiirka waxbarashada hiddaha iyo tacliinta sare ee xukuumadda federaalka soomaaliya mudane cabdullaahi goodax barre iyo madaxa waaxda horumarinta caalamiga ah ee dowladda ingiriiska dfid u qaabilsan soomaaliya mr phil evans kulankan ayaa ahaa mid diiradda lagu saarayey sidii loo dardargelin lahaa mashaariicda waxbarasho ee ay dowladda uk ka taageerto soomaaliya iyo sidii loo sii xoojin lahaa xiriirka wadashaqayntu ee ka dhexeeya labada dhinac qodobbada muhiimka ah ee laga wada hadlay horumarka manhajka iyo imtixaanaadka wasiirka ayaa sharaxaad ballaaran ka siiyay madaxda dfid guulaha la taaban karo ee laga gaaray qorshaha midaynta manhajka qaranka nidaaminta shahaadooyinka iyo hufnaanta imtixaanaadka dalka tani waxay qayb ka tahay dadaallada ay wasaaraddu ku doonayso in lagu helo nidaam waxbarasho oo maysan oo tayo leh kordhinta taageerada mr phil evans ayaa caddeeyay in dowladda uk iyo hayadda dfid ay ka goan tahay inay kordhiyaan taageerada ay siiyaan qaybta waxbarashada soomaaliya isagoo bogaadiyay hannaanka ay wasaaraddu u maamushay isbeddellada waaweyn ee waxbarashada dalka ka dhacay wadashaqaynta farsamo labada dhinac ayaa isku afgartay in la abuuro jawi iskaashi oo dhow iyadoo la qorsheeyay inay kulmaan khubaro iyo farsamoyaqaanno ka socda labada dhinac ujeeddada kulamadaas ayaa ah sidii loogu beddeli lahaa qorshayaasha waraaqaha ku qoran kuwo ficil ah oo dhab ahaan looga mirodhaliyo aragtida wasaaradda ee mustaqbalka mudane cabdullaahi goodax barre ayaa hoosta ka xariiqay in wasaaradda ay ka goan tahay laba hadaf oo waaweyn tayeynta waxbarashada in kor loo qaado heerka aqooneed ee dugsiyada dalka si ardayda soomaaliyeed ay ula tartamaan kuwa gobolka iyo caalamka tababarka macalimiinta maaddaama macalinku yahay udubdhexaadka waxbarashada wasaaraddu waxay xoogga saari doontaa tababarrada lagu dhisayo aqoonta iyo xirfadda barayaasha soomaaliyeed kulankan ayaa kusoo dhammaaday isfaham iyo ballanqaadyo hor leh kuwaas oo la filayo inay wax badan ka beddelaan tayada iyo baaxadda adeegyada waxbarasho ee ay helaan ubadka soomaaliyeed,AI,AI,Unknown
kooxda real madrid ayaa markale si dhab ah ugu dhow inay dib ula soo saxiixato weeraryahankeedii hore alvaro morata kaddib laba sano oo uu ku qaatay kooxda juventus arrintan ayaa noqotay mid si weyn looga hadal hayo saxaafadda ciyaaraha iyadoo la tilmaamayo in kooxda ka dhisan garoonka santiago bernabeu ay diyaar u tahay inay bixiso qiimaha lagu burburin karo qandaraaska morata si ay mar kale u hesho adeeggiisa wararka kasoo baxaya gudaha juventus ayaa muujinaya in maamulka kooxda talyaaniga aysan wax badan ka qaban karin doonista real madrid maadaama ay horey ugu jirtay heshiis u oggolaanaya kooxda reer spain inay dib u soo iibsato ciyaaryahanka agaasimaha guud ee juventus giuseppe marotta ayaa si cad u sheegay in real madrid ay si rasmi ah ula soo xiriirtay kooxda islamarkaana ay muujiyeen rabitaan cad oo ah inay morata dib ula wareegaan marotta ayaa yiri real madrid waxay nagu wargelisay qorshahooda ku aaddan inay dib u soo ceshadaan morata waqtigan xaadirka ah waxa kaliya ee aan sugaynaa waa dalab rasmi ah oo qoraal ah hadalkaas ayaa si weyn u xoojiyay wararka sheegaya in heshiiskan uu yahay mid dhow oo aan dib u dhac badan ku iman doonin morata ayaa juventus ku biiray sanadkii 2014 markaas oo uu ka tagay real madrid si uu fursad joogto ah uga helo safka hore intii uu joogay turin wuxuu noqday ciyaaryahan muhiim ah oo kaalin weyn ka qaatay guulihii kooxda xilli ciyaareedkii ugu dambeeyay morata waxa uu dhaliyay toddobo gool oo horyaalka ah isagoo ka caawiyay juventus inay ku guuleysato horyaalka serie a markiisii shanaad oo xiriir ah sidoo kale wuxuu door muhiim ah ka qaatay tartamada kale ee gudaha taasoo muujisay horumarkiisa iyo kalsoonida uu ku kasbaday kooxda labadii sano ee uu joogay juventus morata wuxuu si weyn u kobciyay xirfaddiisa isagoo noqday weeraryahan dhammaystiran oo leh awood uu ku dhaliyo goolal muhiim ah isla markaana ka shaqeeya dhismaha weerarka tani waxay ka dhigtay mid soo jiidatay dareenka kooxo badan oo yurub ah gaar ahaan kooxihii hore ee la shaqeeyay sida real madrid si kastaba ha ahaatee heshiiskii markii hore laga saxiixay ayaa siinayay real madrid fursad ay dib ugu soo ceshato ciyaaryahanka muddo cayiman gudaheed taas oo hadda u muuqata mid ay doonayaan inay ka faaiideystaan marotta ayaa qiray in xaaladda hadda jirta ay adagtahay in morata uu sii joogo juventus isagoo yiri xaqiiqdu waxay tahay in waqtigan ay u muuqato wax aan suurtagal ahayn in morata uu sii joogo kooxda wax walba waxay u janjeeraan inuu dib ugu laabto spain dib u laabashada morata ee real madrid waxay noqon kartaa mid muhiim u ah qorshaha kooxda ee mustaqbalka gaar ahaan marka la eego baahida ay u qabaan weeraryahan dhalinyaro ah oo horey u yaqaan nidaamka kooxda intii uu horey uga tirsanaa real madrid morata wuxuu ahaa ciyaaryahan keyd ah oo aan helin waqti badan oo ciyaar taasoo keentay inuu raadsado fursado kale hase yeeshee hadda wuxuu ku laaban karaa isagoo khibrad iyo kalsooni dheeraad ah leh waxaa sidoo kale jira warar sheegaya in real madrid aysan ujeedkoodu ahayn oo kaliya inay morata dib u soo ceshadaan balse ay suurtagal tahay inay dib u iibiyaan si ay dhaqaale uga helaan tani waa xeelad ay kooxdu marar badan adeegsato iyagoo ka faaiideysta qiimaha sare ee ciyaartoyda suuqa morata oo hadda leh sumcad wanaagsan iyo waxqabad muuqda ayaa noqon kara mid si fudud loo iibin karo haddii real madrid ay goaansato kooxo badan oo ka dhisan horyaalka ingiriiska ayaa si dhow ula socda xaaladda morata waxaa ka mid ah arsenal iyo chelsea kuwaas oo labaduba raadinaya weeraryahan tayo leh oo xoojiya safkooda hore labadan kooxood ayaa la rumeysan yahay inay diyaar u yihiin inay dalabyo waaweyn ka gudbiyaan haddii morata suuqa la dhigo xiisaha ka imanaya premier league ayaa kordhin kara qiimaha morata taasoo real madrid siin karta faaiido dhaqaale oo weyn haddii ay goaansato inay iibiso dhanka kale haddii ay doortaan inay sii haystaan wuxuu noqon karaa xubin muhiim ah oo ka tirsan kooxda gaar ahaan iyadoo la tixgelinayo tartamada badan ee ay ka qayb galaan guud ahaan xaaladda morata waxay noqotay mid xiiso leh oo muujinaysa sida ay u shaqeyso suuqa kala iibsiga ciyaartoyda gaar ahaan marka ay jiraan heshiisyo hore oo u oggolaanaya kooxaha inay dib ula wareegaan ciyaartoydooda juventus waxay u muuqataa inay lumin doonto ciyaaryahan muhiim ah halka real madrid ay fursad u heshay inay dib u hesho mid ka mid ah wax soo saarkeeda ugu wanaagsan waxa la filayaa in maalmaha soo socda ay wax walba si rasmi ah u caddaadaan marka real madrid ay soo gudbiso dalabkeeda qoraalka ah haddii heshiiskaas la dhammeeyo waxay noqon doontaa mid ka mid ah dhaqdhaqaaqyada ugu xiisaha badan ee suuqa kala iibsiga iyadoo saameyn ku yeelan karta kooxo badan oo kale oo sugaya goaanka ugu dambeeya ee morata ugu dambeyn mustaqbalka alvaro morata wuxuu u muuqdaa mid mar kale ku xiran magaalada madrid halkaas oo uu ka bilaabay xirfaddiisa heerka sare haddii uu dib ugu laabto real madrid waxay noqon kartaa fursad uu ku muujiyo awooddiisa dhabta ah isla markaana uu ka ciyaaro door weyn oo ka duwan kii hore,AI,AI,Unknown
wasiirro iyo xildhibaanno ka tirsan dawlad goboleedka galmudug gaar ahaan kuwa matala maamullada caabudwaaq iyo xeraale ayaa kulan muhiim ah ka yeeshay xaaladda nololeed ee dadka shacabka ah ee ku barakacay dagaalladii dhawaan ka dhacay magaalada xeraale kulankan oo ka dhacay magaalada xeraale ayaa diiradda lagu saaray xoojinta xiriirka nabadgelyada dib u dhiska kalsoonida bulshada iyo sidii loo dardargelin lahaa isdhexgalka dadka deegaanka ee labada dhinac masuuliyiinta ka socday labada magaalo ee waqooyiga gobolka galgaduud ayaa isku raacay in loo baahan yahay dadaallo wadajir ah oo lagu xasilinayo deegaanka laguna soo celinayo adeegyada bulshada ee aasaasiga ah waxaa kulanka ka qayb galay wasiiro xildhibaano odayaasha dhaqanka iyo qeybaha kala duwan ee bulshada kuwaas oo dhammaantood si qoto dheer uga dooday saameynta ay dagaalladii dhawaan dhacay ku yeesheen nolosha dadka deegaanka waxaa si gaar ah loo xusay in qoysas badan ay weli ku sugan yihiin xaalad barakac ah isla markaana ay u baahan yihiin gargaar degdeg ah oo dhinaca hoyga caafimaadka iyo nolosha ah sidoo kale masuuliyiinta ayaa carrabka ku adkeeyay muhiimadda ay leedahay in la xoojiyo wadahadalka bulshada si looga hortago in colaado hor leh ay soo noqnoqdaan loona helo xal waara oo lagu soo celiyo deggenaanshihii iyo wada noolaanshihii dadka deegaanka,AI,AI,Unknown
dugsiga imaamu shaafici ee balad xaawo ayaa shalay galab qabay xafladii qalinjabinta ee 4aad xafladaa waxaa kaga soo qeybgalay arday waalidiin maclimiin iyo bulshada macalimiin waalidiin iyo arday ayaa khudbado kasoo jeediyay tobanaan arday oo dugsi dhammaystay ayaa shahaadooyin lagu guddoonsiiyay dugsiga ayaa lagu bartaa culuumta maadi iyo diini wuxuuna ka mid ah iskoolada muhiimka ah ee gobolka gedo iyo gobolada koofureed ee soomaaliya,AI,AI,Unknown
